Order Line,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Sales,Quantity,Discount,Profit
5813,US-2015-163279,2015-03-22,2015-03-26,Standard Class,JD-16150,TEC-PH-10001795,1487.976,3,0.2,185.997
5814,CA-2015-150196,2015-07-02,2015-07-03,First Class,SR-20740,OFF-PA-10003797,19.44,3,0,9.3312
5815,US-2015-106495,2015-06-15,2015-06-17,First Class,AC-10450,TEC-AC-10002718,11.672,1,0.2,-0.7295
5816,CA-2014-124730,2014-11-26,2014-11-26,Same Day,LS-17245,TEC-PH-10002170,279.96,4,0,78.3888
5817,CA-2014-124730,2014-11-26,2014-11-26,Same Day,LS-17245,OFF-BI-10001078,12.912,3,0.2,4.6806
5818,CA-2014-124730,2014-11-26,2014-11-26,Same Day,LS-17245,OFF-BI-10001031,17.088,4,0.2,5.7672
5819,CA-2014-124730,2014-11-26,2014-11-26,Same Day,LS-17245,OFF-LA-10001158,93.15,9,0,44.712
5820,CA-2014-124730,2014-11-26,2014-11-26,Same Day,LS-17245,OFF-LA-10001613,11.52,4,0,5.6448
5821,CA-2017-117632,2017-05-12,2017-05-18,Standard Class,CS-12175,OFF-SU-10000157,238.62,2,0,4.7724
5822,CA-2017-117632,2017-05-12,2017-05-18,Standard Class,CS-12175,OFF-AP-10004868,7.77,1,0,2.0979
5823,CA-2017-117632,2017-05-12,2017-05-18,Standard Class,CS-12175,FUR-TA-10001520,285.48,5,0.2,-10.7055
5824,CA-2017-117632,2017-05-12,2017-05-18,Standard Class,CS-12175,OFF-BI-10001900,19.168,4,0.2,6.4692
5825,CA-2014-115056,2014-05-02,2014-05-02,Same Day,AR-10510,OFF-AP-10003971,26.136,3,0.2,1.9602
5826,CA-2017-161067,2017-09-03,2017-09-06,Second Class,KB-16405,OFF-PA-10000418,419.4,4,0,201.312
5827,CA-2017-161067,2017-09-03,2017-09-06,Second Class,KB-16405,FUR-CH-10004626,90.801,1,0.1,14.1246
5828,CA-2017-161067,2017-09-03,2017-09-06,Second Class,KB-16405,FUR-CH-10004860,181.764,2,0.1,-8.0784
5829,CA-2017-161067,2017-09-03,2017-09-06,Second Class,KB-16405,OFF-AR-10003251,5.56,2,0,2.224
5830,CA-2016-122063,2016-12-03,2016-12-07,Standard Class,MM-17920,FUR-TA-10004575,581.96,2,0,104.7528
5831,CA-2016-122063,2016-12-03,2016-12-07,Standard Class,MM-17920,FUR-CH-10004754,29.98,1,0,8.0946
5832,CA-2015-111206,2015-07-18,2015-07-22,Standard Class,RF-19735,TEC-AC-10003095,519.96,4,0,176.7864
5833,CA-2016-142895,2016-07-21,2016-07-26,Standard Class,BP-11290,OFF-LA-10000262,6.264,3,0.2,2.0358
5834,CA-2016-142895,2016-07-21,2016-07-26,Standard Class,BP-11290,FUR-CH-10002961,363.92,5,0.2,0
5835,CA-2015-101868,2015-06-09,2015-06-16,Standard Class,MJ-17740,OFF-BI-10003876,64.2,5,0.7,-42.8
5836,CA-2015-101868,2015-06-09,2015-06-16,Standard Class,MJ-17740,OFF-BI-10002133,38.52,3,0.7,-26.964
5837,CA-2015-101868,2015-06-09,2015-06-16,Standard Class,MJ-17740,TEC-AC-10004396,72.6,5,0.2,-8.1675
5838,CA-2017-133207,2017-11-27,2017-12-03,Standard Class,DO-13645,TEC-PH-10004100,57.568,4,0.2,5.7568
5839,CA-2015-132948,2015-03-27,2015-04-03,Standard Class,MV-17485,OFF-ST-10000636,83.7,5,0,3.348
5840,CA-2015-134992,2015-09-22,2015-09-26,Second Class,MG-17875,OFF-PA-10001972,32.4,5,0,15.552
5841,CA-2015-134992,2015-09-22,2015-09-26,Second Class,MG-17875,FUR-FU-10002554,47.98,2,0,11.0354
5842,CA-2015-126725,2015-11-17,2015-11-21,Standard Class,BS-11665,TEC-PH-10003174,415.968,4,0.2,51.996
5843,CA-2015-126725,2015-11-17,2015-11-21,Standard Class,BS-11665,OFF-ST-10001418,304.9,5,0,6.098
5844,CA-2015-126725,2015-11-17,2015-11-21,Standard Class,BS-11665,FUR-FU-10002813,80.96,4,0,29.1456
5845,CA-2015-126725,2015-11-17,2015-11-21,Standard Class,BS-11665,OFF-ST-10000129,777.21,7,0,54.4047
5846,CA-2015-126725,2015-11-17,2015-11-21,Standard Class,BS-11665,OFF-PA-10001639,32.4,5,0,15.552
5847,CA-2015-126725,2015-11-17,2015-11-21,Standard Class,BS-11665,FUR-CH-10001708,225.568,2,0.2,2.8196
5848,CA-2015-126725,2015-11-17,2015-11-21,Standard Class,BS-11665,FUR-FU-10001591,36.6,3,0,15.372
5849,CA-2015-121783,2015-11-10,2015-11-14,Standard Class,PO-19180,OFF-AP-10003849,715.64,2,0,178.91
5850,CA-2015-121783,2015-11-10,2015-11-14,Standard Class,PO-19180,OFF-ST-10000078,795.51,3,0,143.1918
5851,CA-2015-121783,2015-11-10,2015-11-14,Standard Class,PO-19180,TEC-CO-10001571,549.99,1,0,274.995
5852,CA-2015-121783,2015-11-10,2015-11-14,Standard Class,PO-19180,OFF-BI-10001658,74.76,3,0,34.3896
5853,CA-2015-121783,2015-11-10,2015-11-14,Standard Class,PO-19180,FUR-FU-10004351,29.22,3,0,12.8568
5854,US-2014-138835,2014-09-10,2014-09-14,Standard Class,DA-13450,OFF-BI-10003314,9.64,2,0,4.7236
5855,CA-2015-112214,2015-08-05,2015-08-11,Standard Class,AH-10690,OFF-ST-10001505,33.488,7,0.2,-1.2558
5856,CA-2015-112214,2015-08-05,2015-08-11,Standard Class,AH-10690,OFF-SU-10003567,23.04,3,0.2,-4.896
5857,CA-2015-112214,2015-08-05,2015-08-11,Standard Class,AH-10690,OFF-BI-10002982,1.362,1,0.8,-2.1792
5858,CA-2015-112214,2015-08-05,2015-08-11,Standard Class,AH-10690,FUR-FU-10002364,14.76,5,0.6,-11.439
5859,US-2017-153255,2017-09-03,2017-09-07,Second Class,JK-15730,FUR-BO-10004218,239.666,2,0.15,14.098
5860,CA-2015-108119,2015-11-01,2015-11-08,Standard Class,MS-17530,FUR-TA-10002530,301.96,2,0,45.294
5861,CA-2015-157434,2015-04-29,2015-05-04,Second Class,JK-15640,OFF-PA-10001526,7.968,2,0.2,2.8884
5862,CA-2016-101525,2016-05-01,2016-05-04,Second Class,CM-12235,OFF-PA-10001497,109.92,2,0,53.8608
5863,CA-2016-101525,2016-05-01,2016-05-04,Second Class,CM-12235,OFF-PA-10003936,19.44,3,0,9.3312
5864,CA-2016-101525,2016-05-01,2016-05-04,Second Class,CM-12235,OFF-AR-10000716,11.16,2,0,4.3524
5865,US-2014-117968,2014-08-05,2014-08-07,Second Class,RS-19420,OFF-AP-10002765,79.47,3,0,22.2516
5866,US-2014-117968,2014-08-05,2014-08-07,Second Class,RS-19420,OFF-AR-10004165,4.56,2,0,2.0064
5867,US-2014-117968,2014-08-05,2014-08-07,Second Class,RS-19420,FUR-CH-10002335,1133.35,5,0,294.671
5868,CA-2016-158211,2016-01-04,2016-01-08,Standard Class,BP-11185,OFF-AR-10004078,4.672,1,0.2,0.584
5869,CA-2016-158211,2016-01-04,2016-01-08,Standard Class,BP-11185,OFF-BI-10002026,104.58,6,0.7,-80.178
5870,CA-2016-152247,2016-11-07,2016-11-12,Standard Class,MA-17995,FUR-CH-10001215,1603.136,4,0.2,100.196
5871,CA-2016-128223,2016-06-14,2016-06-14,Same Day,EB-13705,FUR-TA-10001771,1293.488,7,0.2,80.843
5872,CA-2016-154235,2016-09-24,2016-09-28,Standard Class,RD-19900,FUR-FU-10004006,127.95,3,0,21.7515
5873,CA-2017-129910,2017-03-30,2017-04-03,Standard Class,ME-17320,OFF-ST-10003282,59.76,1,0,16.7328
5874,CA-2017-133095,2017-06-04,2017-06-04,Same Day,EH-14005,OFF-BI-10002353,108.08,7,0,54.04
5875,CA-2017-133095,2017-06-04,2017-06-04,Same Day,EH-14005,OFF-BI-10004141,9.54,3,0,4.3884
5876,CA-2015-130554,2015-04-07,2015-04-09,First Class,FM-14290,OFF-AR-10001954,11.736,3,0.2,1.0269
5877,CA-2014-152443,2014-05-21,2014-05-26,Standard Class,FG-14260,OFF-BI-10001071,447.86,7,0,219.4514
5878,CA-2014-152443,2014-05-21,2014-05-26,Standard Class,FG-14260,OFF-PA-10003022,17.94,3,0,8.7906
5879,CA-2014-152443,2014-05-21,2014-05-26,Standard Class,FG-14260,OFF-AP-10001293,245.88,6,0,68.8464
5880,CA-2016-133319,2016-09-05,2016-09-11,Standard Class,MV-17485,OFF-PA-10001815,192.16,4,0,92.2368
5881,CA-2016-133935,2016-09-18,2016-09-22,Standard Class,JW-15220,FUR-CH-10001215,801.568,2,0.2,50.098
5882,CA-2016-133935,2016-09-18,2016-09-22,Standard Class,JW-15220,OFF-PA-10000100,368.91,9,0,180.7659
5883,CA-2016-133935,2016-09-18,2016-09-22,Standard Class,JW-15220,FUR-CH-10002880,885.528,9,0.2,-99.6219
5884,CA-2016-136301,2016-03-13,2016-03-15,Second Class,EH-13765,FUR-FU-10004712,28.28,2,0,7.3528
5885,CA-2016-136301,2016-03-13,2016-03-15,Second Class,EH-13765,OFF-SU-10000151,4912.59,3,0,196.5036
5886,US-2014-109456,2014-10-16,2014-10-17,Same Day,LS-17245,OFF-BI-10000136,14.352,3,0.2,5.0232
5887,US-2014-109456,2014-10-16,2014-10-17,Same Day,LS-17245,TEC-AC-10003610,179.97,3,0,86.3856
5888,CA-2017-151596,2017-10-08,2017-10-11,First Class,BP-11050,OFF-ST-10001837,42.76,1,0,11.1176
5889,CA-2015-147879,2015-05-07,2015-05-12,Standard Class,CC-12220,OFF-PA-10001952,45.68,2,0,21.0128
5890,CA-2016-166625,2016-04-14,2016-04-17,First Class,JM-15580,OFF-BI-10002414,25.06,2,0,11.7782
5891,CA-2016-146157,2016-11-21,2016-11-26,Standard Class,RD-19720,OFF-PA-10001790,38.432,1,0.2,13.4512
5892,CA-2016-146157,2016-11-21,2016-11-26,Standard Class,RD-19720,OFF-ST-10001590,21.568,2,0.2,1.6176
5893,CA-2016-146157,2016-11-21,2016-11-26,Standard Class,RD-19720,TEC-AC-10003657,81.576,3,0.2,2.0394
5894,CA-2017-159954,2017-09-10,2017-09-14,Standard Class,SS-20410,OFF-BI-10004876,2.78,1,0,1.3622
5895,CA-2017-100825,2017-09-09,2017-09-14,Standard Class,KD-16495,OFF-ST-10003123,99.87,3,0,23.9688
5896,CA-2014-168305,2014-11-01,2014-11-08,Standard Class,PL-18925,OFF-LA-10003498,44.4,3,0,22.2
5897,CA-2014-168305,2014-11-01,2014-11-08,Standard Class,PL-18925,OFF-PA-10004947,21.4,5,0,9.63
5898,CA-2016-167682,2016-04-03,2016-04-09,Standard Class,ZD-21925,FUR-FU-10003799,71.12,4,0,22.0472
5899,CA-2016-167682,2016-04-03,2016-04-09,Standard Class,ZD-21925,TEC-PH-10000673,259.96,4,0,124.7808
5900,CA-2017-108000,2017-01-12,2017-01-16,Standard Class,LS-16945,OFF-EN-10002621,9.78,1,0,4.89
5901,CA-2015-146465,2015-11-20,2015-11-24,Standard Class,PB-18805,OFF-BI-10004528,24.192,9,0.2,7.56
5902,CA-2016-159639,2016-11-27,2016-12-02,Standard Class,PC-18745,FUR-FU-10001889,31.56,3,0,10.4148
5903,US-2017-153948,2017-11-06,2017-11-06,Same Day,FM-14290,OFF-PA-10000157,59.94,3,0,28.1718
5904,US-2017-153948,2017-11-06,2017-11-06,Same Day,FM-14290,OFF-PA-10002764,45.36,4,0,22.2264
5905,US-2017-153948,2017-11-06,2017-11-06,Same Day,FM-14290,OFF-PA-10000143,26.4,5,0,12.672
5906,US-2017-153948,2017-11-06,2017-11-06,Same Day,FM-14290,OFF-LA-10000414,41.4,4,0,19.872
5907,US-2017-153948,2017-11-06,2017-11-06,Same Day,FM-14290,TEC-AC-10003441,16.95,1,0,1.017
5908,US-2016-113985,2016-12-02,2016-12-07,Standard Class,KD-16495,OFF-BI-10002353,24.704,2,0.2,9.264
5909,US-2016-113985,2016-12-02,2016-12-07,Standard Class,KD-16495,OFF-AP-10001303,59.7,3,0,26.865
5910,US-2016-113985,2016-12-02,2016-12-07,Standard Class,KD-16495,FUR-FU-10003026,14.52,3,0,5.6628
5911,US-2016-113985,2016-12-02,2016-12-07,Standard Class,KD-16495,OFF-BI-10000632,104.184,3,0.2,33.8598
5912,CA-2016-155383,2016-12-17,2016-12-22,Standard Class,SC-20680,OFF-ST-10001328,46.53,3,0,13.0284
5913,CA-2014-120432,2014-08-24,2014-08-26,Second Class,DW-13585,OFF-SU-10004661,25.5,3,0,6.63
5914,US-2015-126977,2015-09-17,2015-09-23,Standard Class,PF-19120,OFF-ST-10000617,14.9,5,0,1.043
5915,US-2015-126977,2015-09-17,2015-09-23,Standard Class,PF-19120,OFF-LA-10002762,87.71,7,0,41.2237
5916,US-2015-126977,2015-09-17,2015-09-23,Standard Class,PF-19120,FUR-CH-10001973,199.764,2,0.1,8.8784
5917,US-2015-126977,2015-09-17,2015-09-23,Standard Class,PF-19120,OFF-ST-10003058,94.6,4,0,27.434
5918,US-2015-126977,2015-09-17,2015-09-23,Standard Class,PF-19120,FUR-BO-10004834,4228.704,6,0.2,158.5764
5919,US-2015-126977,2015-09-17,2015-09-23,Standard Class,PF-19120,FUR-BO-10002213,2003.92,5,0.2,-25.049
5920,US-2015-126977,2015-09-17,2015-09-23,Standard Class,PF-19120,TEC-PH-10002170,209.97,3,0,58.7916
5921,US-2015-126977,2015-09-17,2015-09-23,Standard Class,PF-19120,TEC-AC-10003033,659.9,2,0,217.767
5922,US-2015-126977,2015-09-17,2015-09-23,Standard Class,PF-19120,OFF-PA-10004071,110.96,2,0,53.2608
5923,US-2015-126977,2015-09-17,2015-09-23,Standard Class,PF-19120,TEC-PH-10000169,67.8,4,0,1.356
5924,CA-2016-130288,2016-11-26,2016-11-30,Second Class,DK-13225,FUR-TA-10002958,313.176,2,0.4,-120.0508
5925,CA-2017-146458,2017-11-19,2017-11-22,Second Class,RB-19435,OFF-AR-10001177,22.96,7,0,6.6584
5926,CA-2017-150420,2017-06-03,2017-06-08,Standard Class,GD-14590,TEC-AC-10004975,1099.5,10,0,362.835
5927,US-2014-118997,2014-04-08,2014-04-12,Standard Class,RA-19885,FUR-TA-10001086,1215.92,8,0,316.1392
5928,CA-2014-114314,2014-10-11,2014-10-15,Standard Class,DB-13555,OFF-LA-10000240,7.31,1,0,3.4357
5929,CA-2014-114314,2014-10-11,2014-10-15,Standard Class,DB-13555,FUR-FU-10002107,8.92,4,0,3.9248
5930,US-2017-169551,2017-07-07,2017-07-09,First Class,RL-19615,FUR-BO-10001519,87.21,3,0.5,-45.3492
5931,US-2017-169551,2017-07-07,2017-07-09,First Class,RL-19615,OFF-PA-10004100,15.552,3,0.2,5.4432
5932,US-2017-169551,2017-07-07,2017-07-09,First Class,RL-19615,TEC-PH-10001363,683.988,2,0.4,-113.998
5933,US-2017-169551,2017-07-07,2017-07-09,First Class,RL-19615,OFF-ST-10004835,13.392,3,0.2,1.0044
5934,US-2017-169551,2017-07-07,2017-07-09,First Class,RL-19615,TEC-AC-10002018,16.776,3,0.2,4.8231
5935,US-2017-169551,2017-07-07,2017-07-09,First Class,RL-19615,TEC-AC-10003033,527.92,2,0.2,85.787
5936,CA-2016-103107,2016-07-04,2016-07-04,Same Day,RB-19465,FUR-FU-10000221,25.4,5,0,8.636
5937,CA-2016-103107,2016-07-04,2016-07-04,Same Day,RB-19465,TEC-PH-10001198,177.48,3,0.2,19.9665
5938,CA-2016-103107,2016-07-04,2016-07-04,Same Day,RB-19465,TEC-PH-10002564,71.976,3,0.2,8.997
5939,CA-2017-122077,2017-05-19,2017-05-25,Standard Class,JF-15295,TEC-PH-10003811,95.992,1,0.2,9.5992
5940,CA-2017-122077,2017-05-19,2017-05-25,Standard Class,JF-15295,OFF-LA-10004178,13.216,4,0.2,4.2952
5941,CA-2017-112431,2017-10-12,2017-10-14,Second Class,RW-19690,TEC-AC-10001465,435.84,12,0,130.752
5942,CA-2017-112431,2017-10-12,2017-10-14,Second Class,RW-19690,OFF-AR-10000940,5.88,2,0,1.5876
5943,CA-2016-151092,2016-08-06,2016-08-13,Standard Class,VG-21790,TEC-PH-10001700,211.168,4,0.2,18.4772
5944,CA-2014-104178,2014-08-25,2014-08-29,Standard Class,JM-15265,FUR-FU-10000771,6.28,1,0,2.6376
5945,CA-2014-104178,2014-08-25,2014-08-29,Standard Class,JM-15265,TEC-AC-10002399,95.1,5,0,30.432
5946,CA-2014-104178,2014-08-25,2014-08-29,Standard Class,JM-15265,OFF-PA-10004983,25.92,4,0,12.4416
5947,CA-2014-104178,2014-08-25,2014-08-29,Standard Class,JM-15265,OFF-ST-10004258,48.84,4,0,13.1868
5948,CA-2015-115924,2015-09-14,2015-09-18,Second Class,BE-11455,OFF-BI-10004040,25.9,5,0,12.691
5949,CA-2017-161046,2017-03-05,2017-03-05,Same Day,CB-12535,OFF-EN-10003862,42.68,4,0,19.6328
5950,CA-2017-161046,2017-03-05,2017-03-05,Same Day,CB-12535,TEC-AC-10004571,299.97,3,0,125.9874
5951,CA-2017-161046,2017-03-05,2017-03-05,Same Day,CB-12535,OFF-AP-10000891,262.24,2,0,78.672
5952,CA-2017-161046,2017-03-05,2017-03-05,Same Day,CB-12535,OFF-BI-10002026,234.36,6,0,112.4928
5953,US-2017-141698,2017-04-15,2017-04-21,Standard Class,SD-20485,OFF-PA-10001826,20.736,4,0.2,7.2576
5954,US-2014-105151,2014-03-30,2014-03-31,First Class,SG-20890,OFF-AR-10001231,10.5,5,0,2.94
5955,CA-2014-155796,2014-11-11,2014-11-15,Second Class,TS-21430,FUR-FU-10000409,23.968,2,0.2,7.7896
5956,CA-2014-155796,2014-11-11,2014-11-15,Second Class,TS-21430,FUR-BO-10002545,521.96,4,0.5,-250.5408
5957,CA-2016-127138,2016-03-12,2016-03-15,Second Class,DK-13225,OFF-ST-10002756,676.55,5,0,6.7655
5958,CA-2016-127138,2016-03-12,2016-03-15,Second Class,DK-13225,OFF-AP-10003842,154.9,5,0,40.274
5959,CA-2016-127138,2016-03-12,2016-03-15,Second Class,DK-13225,OFF-EN-10004459,30.56,4,0,14.9744
5960,CA-2016-127138,2016-03-12,2016-03-15,Second Class,DK-13225,FUR-CH-10003746,770.352,3,0.2,77.0352
5961,CA-2017-150602,2017-02-09,2017-02-14,Second Class,ML-17395,FUR-FU-10003142,21.12,4,0,6.5472
5962,CA-2014-140732,2014-11-11,2014-11-13,Second Class,MA-17560,TEC-PH-10001425,575.928,9,0.2,57.5928
5963,CA-2014-140732,2014-11-11,2014-11-13,Second Class,MA-17560,OFF-AP-10001626,7.78,2,0,2.0228
5964,CA-2014-140732,2014-11-11,2014-11-13,Second Class,MA-17560,OFF-PA-10003625,123.92,4,0,55.764
5965,CA-2017-119011,2017-08-20,2017-08-25,Standard Class,LR-17035,OFF-SU-10004768,17.22,3,0,5.166
5966,CA-2017-119011,2017-08-20,2017-08-25,Standard Class,LR-17035,OFF-ST-10000777,226.56,6,0,63.4368
5967,CA-2017-119011,2017-08-20,2017-08-25,Standard Class,LR-17035,TEC-PH-10003171,107.88,3,0.2,10.788
5968,CA-2016-166912,2016-01-15,2016-01-17,First Class,BE-11335,OFF-PA-10001033,81.98,2,0,40.1702
5969,CA-2014-141726,2014-07-20,2014-07-22,First Class,CC-12145,OFF-PA-10000418,104.85,1,0,50.328
5970,CA-2014-141726,2014-07-20,2014-07-22,First Class,CC-12145,OFF-BI-10001982,8.704,2,0.2,3.1552
5971,CA-2014-141726,2014-07-20,2014-07-22,First Class,CC-12145,OFF-PA-10002230,19.92,4,0,9.7608
5972,CA-2014-141726,2014-07-20,2014-07-22,First Class,CC-12145,FUR-FU-10003577,43.02,3,0,15.4872
5973,CA-2017-115105,2017-02-06,2017-02-11,Standard Class,BD-11770,FUR-BO-10001811,240.784,1,0.2,30.098
5974,CA-2015-143980,2015-12-25,2015-12-29,Standard Class,JK-15640,OFF-AP-10003779,414.96,2,0,124.488
5975,CA-2016-135636,2016-10-08,2016-10-13,Standard Class,DB-13615,OFF-ST-10000676,387.72,5,0.2,-67.851
5976,CA-2017-102155,2017-07-13,2017-07-17,Standard Class,RR-19525,OFF-ST-10001496,360.38,2,0,93.6988
5977,CA-2017-102155,2017-07-13,2017-07-17,Standard Class,RR-19525,OFF-PA-10003673,13.56,2,0,6.2376
5978,CA-2017-116953,2017-04-24,2017-04-25,First Class,SV-20935,TEC-PH-10004614,552,10,0.2,34.5
5979,CA-2014-117765,2014-09-07,2014-09-13,Standard Class,RB-19465,FUR-TA-10001039,429.9,5,0,111.774
5980,CA-2014-117765,2014-09-07,2014-09-13,Standard Class,RB-19465,OFF-BI-10000474,32.06,2,0,15.3888
5981,CA-2014-117765,2014-09-07,2014-09-13,Standard Class,RB-19465,FUR-CH-10004698,161.96,2,0,45.3488
5982,CA-2014-117765,2014-09-07,2014-09-13,Standard Class,RB-19465,OFF-ST-10003327,19.86,2,0,5.7594
5983,CA-2016-114895,2016-11-21,2016-11-28,Standard Class,MV-18190,OFF-PA-10000232,12.96,2,0,6.3504
5984,CA-2017-112984,2017-09-16,2017-09-18,Second Class,EH-14185,OFF-PA-10003657,20.544,6,0.2,6.42
5985,CA-2016-163776,2016-07-19,2016-07-25,Standard Class,JS-16030,FUR-FU-10001185,185.58,6,0,76.0878
5986,CA-2016-163776,2016-07-19,2016-07-25,Standard Class,JS-16030,OFF-BI-10003007,77.56,2,0,35.6776
5987,CA-2016-163776,2016-07-19,2016-07-25,Standard Class,JS-16030,OFF-ST-10002485,87.92,4,0,0.8792
5988,CA-2016-163776,2016-07-19,2016-07-25,Standard Class,JS-16030,OFF-PA-10001033,245.94,6,0,120.5106
5989,CA-2016-163776,2016-07-19,2016-07-25,Standard Class,JS-16030,OFF-BI-10000404,8.6,1,0,4.042
5990,CA-2016-163776,2016-07-19,2016-07-25,Standard Class,JS-16030,FUR-BO-10003546,504.9,5,0,126.225
5991,US-2017-163300,2017-09-15,2017-09-21,Standard Class,ES-14020,OFF-BI-10004390,2357.488,7,0.2,884.058
5992,US-2017-163300,2017-09-15,2017-09-21,Standard Class,ES-14020,TEC-PH-10001700,369.544,7,0.2,32.3351
5993,US-2017-163300,2017-09-15,2017-09-21,Standard Class,ES-14020,FUR-CH-10003396,184.752,3,0.2,-20.7846
5994,CA-2016-162187,2016-12-11,2016-12-11,Same Day,NS-18640,OFF-ST-10001558,64.96,5,0.2,-4.06
5995,CA-2016-162187,2016-12-11,2016-12-11,Same Day,NS-18640,OFF-SU-10004782,13.52,2,0.2,1.69
5996,CA-2016-162187,2016-12-11,2016-12-11,Same Day,NS-18640,FUR-CH-10003298,458.43,5,0.3,-137.529
5997,CA-2016-162187,2016-12-11,2016-12-11,Same Day,NS-18640,OFF-AP-10000576,387.136,4,0.2,24.196
5998,CA-2016-162187,2016-12-11,2016-12-11,Same Day,NS-18640,FUR-TA-10003008,328.59,3,0.4,-147.8655
5999,US-2014-112991,2014-12-10,2014-12-14,Standard Class,SH-19975,FUR-CH-10001708,338.352,3,0.2,4.2294
6000,US-2014-112991,2014-12-10,2014-12-14,Standard Class,SH-19975,OFF-PA-10000019,25.92,4,0,12.4416
6001,US-2014-112991,2014-12-10,2014-12-14,Standard Class,SH-19975,OFF-PA-10002222,91.36,4,0,42.0256
6002,CA-2014-124079,2014-12-13,2014-12-17,Standard Class,RF-19345,FUR-FU-10002553,87.96,3,0.2,7.6965
6003,CA-2014-124079,2014-12-13,2014-12-17,Standard Class,RF-19345,OFF-BI-10002103,5.214,2,0.7,-4.1712
6004,US-2017-146878,2017-09-21,2017-09-27,Standard Class,DL-12865,OFF-BI-10002794,12.294,1,0.7,-8.6058
6005,CA-2017-107244,2017-09-07,2017-09-11,Standard Class,AG-10390,FUR-FU-10002597,19.76,4,0,8.2992
6006,CA-2015-100657,2015-11-02,2015-11-07,Standard Class,SW-20245,FUR-CH-10003535,109.764,2,0.1,8.5372
6007,CA-2017-129581,2017-12-11,2017-12-18,Standard Class,KN-16390,TEC-PH-10001527,128.85,3,0,3.8655
6008,CA-2017-129028,2017-04-01,2017-04-03,First Class,GB-14530,FUR-FU-10004006,127.95,3,0,21.7515
6009,CA-2015-135580,2015-12-30,2016-01-03,Standard Class,CL-12565,OFF-PA-10000595,68.52,3,0,31.5192
6010,CA-2015-135580,2015-12-30,2016-01-03,Standard Class,CL-12565,OFF-ST-10000798,74.94,3,0,14.2386
6011,CA-2015-135580,2015-12-30,2016-01-03,Standard Class,CL-12565,TEC-MA-10004002,2548.56,6,0.2,286.713
6012,CA-2015-135580,2015-12-30,2016-01-03,Standard Class,CL-12565,OFF-EN-10003296,271.44,3,0,122.148
6013,CA-2015-135580,2015-12-30,2016-01-03,Standard Class,CL-12565,TEC-PH-10004345,287.88,3,0.2,35.985
6014,CA-2016-159016,2016-03-10,2016-03-11,First Class,KF-16285,OFF-PA-10004405,14.9,5,0,7.152
6015,CA-2016-159016,2016-03-10,2016-03-11,First Class,KF-16285,TEC-PH-10002885,4158.912,8,0.2,363.9048
6016,CA-2014-102652,2014-04-06,2014-04-12,Standard Class,AY-10555,FUR-FU-10000747,91.96,2,0,15.6332
6017,CA-2014-102652,2014-04-06,2014-04-12,Standard Class,AY-10555,FUR-FU-10001918,33.11,7,0,12.9129
6018,CA-2014-102652,2014-04-06,2014-04-12,Standard Class,AY-10555,OFF-PA-10003309,19.44,3,0,9.3312
6019,CA-2014-102652,2014-04-06,2014-04-12,Standard Class,AY-10555,OFF-PA-10001977,55.48,1,0,26.6304
6020,CA-2014-152422,2014-10-05,2014-10-10,Second Class,BD-11635,OFF-AP-10002892,91.92,5,0.2,11.49
6021,US-2016-156692,2016-08-13,2016-08-13,Same Day,HG-15025,OFF-AP-10002222,17.34,2,0,4.6818
6022,US-2016-156692,2016-08-13,2016-08-13,Same Day,HG-15025,TEC-AC-10000158,71.98,2,0,15.1158
6023,CA-2014-130869,2014-11-17,2014-11-21,Standard Class,CB-12025,OFF-EN-10002600,7.08,3,0.2,2.478
6024,US-2017-128832,2017-04-24,2017-04-27,First Class,LS-16945,TEC-AC-10004855,69.98,2,0,4.8986
6025,CA-2017-139717,2017-08-24,2017-08-26,Second Class,DM-13015,OFF-AP-10000938,646.272,8,0.2,64.6272
6026,CA-2017-139717,2017-08-24,2017-08-26,Second Class,DM-13015,OFF-PA-10002195,10.368,2,0.2,3.7584
6027,CA-2017-136007,2017-02-23,2017-03-02,Standard Class,AC-10615,OFF-FA-10002701,8.4,5,0,0.336
6028,CA-2017-136007,2017-02-23,2017-03-02,Standard Class,AC-10615,TEC-PH-10003589,71.96,5,0.2,25.186
6029,CA-2016-157364,2016-11-19,2016-11-21,First Class,LT-17110,OFF-AR-10003752,18.48,2,0.2,6.006
6030,US-2016-112970,2016-11-14,2016-11-15,First Class,TB-21250,OFF-AR-10003829,9.84,3,0,2.8536
6031,US-2017-152492,2017-07-06,2017-07-06,Same Day,AH-10585,FUR-CH-10000155,239.24,1,0.2,23.924
6032,CA-2016-101168,2016-12-25,2017-01-01,Standard Class,SS-20140,FUR-FU-10003142,21.12,4,0,6.5472
6033,CA-2017-104010,2017-04-23,2017-04-25,First Class,TD-20995,OFF-SU-10001218,54.9,5,0,15.372
6034,CA-2015-130253,2015-12-14,2015-12-18,Standard Class,PP-18955,FUR-FU-10002963,15.24,3,0,5.1816
6035,US-2015-155369,2015-04-19,2015-04-25,Standard Class,PG-18820,OFF-AP-10002578,19.568,2,0.8,-52.8336
6036,US-2015-155369,2015-04-19,2015-04-25,Standard Class,PG-18820,OFF-BI-10003925,310.392,4,0.8,-512.1468
6037,CA-2016-131205,2016-09-04,2016-09-08,Standard Class,AA-10645,FUR-FU-10003347,42.6,3,0,16.614
