1567,Mannatech Incorporated,MTEX,23.3,$62.17M,62170000,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/mtex
1568,MannKind Corporation,MNKD,6.9,$2.8B,2800000000,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnkd
1569,ManTech International Corporation,MANT,33.59,$1.25B,1250000000,2002,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/mant
1570,Mapi - Pharma Ltd.,MAPI,n/a,n/a,0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mapi
1571,Marathon Patent Group Inc.,MARA,7.04,$97.04M,97040000,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/mara
1572,Marchex Inc.,MCHX,4.15,$177.8M,177800000,2004,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mchx
1573,Marine Petroleum Trust,MARPS,13.25,$26.5M,26500000,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/marps
1574,Marinus Pharmaceuticals Inc.,MRNS,11.65,$163.19M,163190000,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrns
1575,MarketAxess Holdings Inc.,MKTX,78.97,$2.95B,2950000000,2004,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/mktx
1576,Marketo Inc.,MKTO,27.53,$1.13B,1130000000,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mkto
1577,Markit Ltd.,MRKT,26.35,$4.79B,4790000000,2014,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/mrkt
1578,Marlin Business Services Corp.,MRLN,18.83,$241.41M,241410000,2003,Finance,Major Banks,http://www.nasdaq.com/symbol/mrln
1579,Marlin Midstream Partners LP,FISH,23.67,$419.05M,419050000,1992,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/fish
1580,Marriott International,MAR,83,$23.52B,23520000000,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mar
1581,Marrone Bio Innovations Inc.,MBII,3.74,$91.25M,91250000,2013,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/mbii
1582,Marten Transport Ltd.,MRTN,23.01,$768.67M,768670000,1986,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/mrtn
1583,Martin Midstream Partners L.P.,MMLP,30.34,$1.07B,1070000000,2002,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/mmlp
1584,Marvell Technology Group Ltd.,MRVL,16.29,$8.33B,8330000000,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/mrvl
1585,Masimo Corporation,MASI,29.9,$1.57B,1570000000,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/masi
1586,Materialise NV,MTLS,8,$376.58M,376580000,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mtls
1587,Matrix Service Company,MTRX,18.67,$498.69M,498690000,1990,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/mtrx
1588,Mattel Inc.,MAT,25.77,$8.73B,8730000000,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/mat
1589,Mattersight Corporation,MATR,7.35,$163.43M,163430000,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/matr
1590,Matthews International Corporation,MATW,48.59,$1.6B,1600000000,1994,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/matw
1591,Mattress Firm Holding Corp.,MFRM,59.45,$2.08B,2080000000,2011,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/mfrm
1592,Mattson Technology Inc.,MTSN,4.62,$340.97M,340970000,1994,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mtsn
1593,Maxim Integrated Products Inc.,MXIM,34.6,$9.79B,9790000000,1988,Technology,Semiconductors,http://www.nasdaq.com/symbol/mxim
1594,Maxwell Technologies Inc.,MXWL,6.87,$205.35M,205350000,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mxwl
1595,Mazor Robotics Ltd.,MZOR,11.5,$240.6M,240600000,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mzor
1596,MB Financial Inc.,MBFI,31.07,$2.32B,2320000000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbfi
1597,MCG Capital Corporation,MCGC,3.97,$151.4M,151400000,2001,n/a,n/a,http://www.nasdaq.com/symbol/mcgc
1598,McGrath RentCorp,MGRC,31.65,$821.63M,821630000,1984,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/mgrc
1599,MDC Partners Inc.,MDCA,25.51,$1.27B,1270000000,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/mdca
1600,Mecox Lane Limited,MCOX,3.86,$50.19M,50190000,2010,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/mcox
1601,Medallion Financial Corp.,TAXI,10.8,$271.76M,271760000,1996,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/taxi
1602,MedAssets Inc.,MDAS,19.73,$1.19B,1190000000,2007,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mdas
1603,Medical Transcription Billing Corp.,MTBC,2.6999,$29.7M,29700000,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mtbc
1604,MediciNova Inc.,MNOV,3.51,$85.01M,85010000,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnov
1605,Medidata Solutions Inc.,MDSO,47.42,$2.57B,2570000000,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mdso
1606,Medivation Inc.,MDVN,110,$8.54B,8540000000,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mdvn
1607,MediWound Ltd.,MDWD,7.52,$162.06M,162060000,2014,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/mdwd
1608,Medovex Corp.,MDVX,4.75,$43.57M,43570000,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mdvx
1609,MeetMe Inc.,MEET,1.79,$80.33M,80330000,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/meet
1610,MEI Pharma Inc.,MEIP,5.42,$180.44M,180440000,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/meip
1611,MELA Sciences Inc,MELA,2.09,$12.62M,12620000,2005,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mela
1612,Melco Crown Entertainment Limited,MPEL,27.46,$15.13B,15130000000,2006,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mpel
1613,Mellanox Technologies Ltd.,MLNX,46.47,$2.1B,2100000000,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/mlnx
1614,Melrose Bancorp Inc.,MELR,13.49,$38.17M,38170000,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/melr
1615,Memorial Production Partners LP,MEMP,17.41,$1.51B,1510000000,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/memp
1616,Memorial Resource Development Corp.,MRD,19.3,$3.74B,3740000000,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mrd
1617,Mentor Graphics Corporation,MENT,25.3,$2.91B,2910000000,1984,Technology,EDP Services,http://www.nasdaq.com/symbol/ment
1618,MER Telemanagement Solutions Ltd.,MTSL,1.6,$7.45M,7450000,1997,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/mtsl
1619,MercadoLibre Inc.,MELI,130.92,$5.78B,5780000000,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/meli
1620,Mercantile Bank Corporation,MBWM,19.21,$323.93M,323930000,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/mbwm
1621,Mercer International Inc.,MERC,14.42,$926.82M,926820000,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/merc
1622,Merchants Bancshares Inc.,MBVT,28.74,$181.97M,181970000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbvt
1623,Mercury Systems Inc,MRCY,17.06,$582.59M,582590000,1998,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/mrcy
1624,Merge Healthcare Incorporated.,MRGE,4.47,$440.75M,440750000,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/mrge
1625,Meridian Bancorp Inc.,EBSB,12.41,$678.93M,678930000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ebsb
1626,Meridian Bioscience Inc.,VIVO,19.34,$806.59M,806590000,1986,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/vivo
1627,Merit Medical Systems Inc.,MMSI,17.84,$774.3M,774300000,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mmsi
1628,Merrimack Pharmaceuticals Inc.,MACK,11.01,$1.17B,1170000000,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mack
1629,Meru Networks Inc.,MERU,2.73,$64.97M,64970000,2010,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/meru
1630,Merus Labs International Inc.,MSLI,1.88,$152.68M,152680000,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/msli
1631,Mesa Laboratories Inc.,MLAB,73.33,$259.25M,259250000,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mlab
1632,Meta Financial Group Inc.,CASH,35.8,$229.88M,229880000,1993,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cash
1633,Metabolix Inc.,MBLX,0.45,$60.83M,60830000,2006,Basic Industries,Containers/Packaging,http://www.nasdaq.com/symbol/mblx
1634,Methanex Corporation,MEOH,51.96,$4.81B,4810000000,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/meoh
1635,METHES ENERGIES INTERNATIONAL LTD,MEIL,1.5999,$18.34M,18340000,2012,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/meil
1636,Metro Bancorp Inc,METR,25.43,$361.28M,361280000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/metr
1637,MFRI Inc.,MFRI,6.75,$49.21M,49210000,1989,Capital Goods,Pollution Control Equipment,http://www.nasdaq.com/symbol/mfri
1638,MGC Diagnostics Corporation,MGCD,7.1167,$30.39M,30390000,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mgcd
1639,MGE Energy Inc.,MGEE,43.41,$1.5B,1500000000,n/a,Energy,Electric Utilities: Central,http://www.nasdaq.com/symbol/mgee
1640,MGP Ingredients Inc.,MGPI,14.47,$255.28M,255280000,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/mgpi
1641,Micrel Incorporated,MCRL,14.79,$837.96M,837960000,1994,Technology,Semiconductors,http://www.nasdaq.com/symbol/mcrl
1642,Microchip Technology Incorporated,MCHP,50.925,$10.26B,10260000000,1993,Technology,Semiconductors,http://www.nasdaq.com/symbol/mchp
1643,Micron Technology Inc.,MU,32.03,$34.51B,34510000000,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mu
1644,Micronet Enertec Technologies Inc.,MICT,3.27,$19.07M,19070000,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/mict
1645,Microsemi Corporation,MSCC,31.14,$2.96B,2960000000,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mscc
1646,Microsoft Corporation,MSFT,43.855,$359.78B,3.5978E+11,1986,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/msft
1647,MicroStrategy Incorporated,MSTR,179.55,$2.03B,2030000000,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mstr
1648,Microvision Inc.,MVIS,2,$88.9M,88900000,1996,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mvis
1649,Mid Penn Bancorp,MPB,15.57,$54.45M,54450000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mpb
1650,Mid-Con Energy Partners LP,MCEP,6.07,$141.65M,141650000,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mcep
1651,Middleburg Financial Corporation,MBRG,18.25,$130.01M,130010000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbrg
1652,Middlefield Banc Corp.,MBCN,33.5999,$68.84M,68840000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbcn
1653,Middlesex Water Company,MSEX,22.7,$365.73M,365730000,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/msex
1654,MidWestOne Financial Group Inc.,MOFG,28.26,$235.96M,235960000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mofg
1655,MiMedx Group Inc,MDXG,9.855,$1.05B,1050000000,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mdxg
1656,MIND C.T.I. Ltd.,MNDO,3.49,$66.08M,66080000,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/mndo
1657,Minerva Neurosciences Inc,NERV,5.32,$98.1M,98100000,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nerv
1658,Mirati Therapeutics Inc.,MRTX,23.7,$382.15M,382150000,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrtx
1659,MISONIX Inc.,MSON,12.25,$93.55M,93550000,1992,Capital Goods,Medical Specialities,http://www.nasdaq.com/symbol/mson
1660,Mitcham Industries Inc.,MIND,6.52,$78.79M,78790000,1994,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/mind
1661,Mitek Systems Inc.,MITK,3.4,$104.23M,104230000,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/mitk
1662,Mitel Networks Corporation,MITL,10.07,$1.01B,1010000000,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/mitl
1663,MKS Instruments Inc.,MKSI,35.8,$1.9B,1900000000,1999,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mksi
1664,MMA Capital Management LLC,MMAC,9.1601,$66.68M,66680000,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/mmac
1665,Mobile Mini Inc.,MINI,41.79,$1.93B,1930000000,1994,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/mini
1666,MobileIron Inc.,MOBL,8.8,$668.62M,668620000,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mobl
1667,MOCON Inc.,MOCO,16.45,$93.33M,93330000,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/moco
1668,ModSys International Ltd.,MDSY,2.6,$30.21M,30210000,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/mdsy
1669,ModusLink Global Solutions Inc,MLNK,3.73,$194.79M,194790000,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mlnk
1670,Moko Social Media Ltd.,MOKO,5.2,$78.07M,78070000,2014,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/moko
1671,MOL Global Inc.,MOLG,2.52,$170.1M,170100000,2014,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/molg
1672,Momenta Pharmaceuticals Inc.,MNTA,13.01,$690.19M,690190000,2004,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/mnta
1673,Momo Inc.,MOMO,11.5,$2.14B,2140000000,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/momo
1674,Monarch Casino & Resort Inc.,MCRI,18.27,$306.99M,306990000,1993,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mcri
1675,Monarch Financial Holdings Inc.,MNRK,12.37,$131.7M,131700000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mnrk
1676,Mondelez International Inc.,MDLZ,36.97,$62.11B,62110000000,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/mdlz
1677,Moneygram International Inc.,MGI,8.53,$460.29M,460290000,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mgi
1678,Monolithic Power Systems Inc.,MPWR,51.99,$2.01B,2010000000,2004,Technology,Semiconductors,http://www.nasdaq.com/symbol/mpwr
1679,Monotype Imaging Holdings Inc.,TYPE,32.82,$1.29B,1290000000,2007,Technology,EDP Services,http://www.nasdaq.com/symbol/type
1680,Monro Muffler Brake Inc.,MNRO,63.33,$2.01B,2010000000,1991,Consumer Services,Automotive Aftermarket,http://www.nasdaq.com/symbol/mnro
1681,Monroe Capital Corporation,MRCC,14.74,$140.29M,140290000,2012,n/a,n/a,http://www.nasdaq.com/symbol/mrcc
1682,Monster Beverage Corporation,MNST,121.26,$20.34B,20340000000,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/mnst
1683,Morgans Hotel Group Co.,MHGC,7.81,$268.49M,268490000,2006,n/a,n/a,http://www.nasdaq.com/symbol/mhgc
1684,Morningstar Inc.,MORN,77.13,$3.44B,3440000000,2005,Finance,Investment Managers,http://www.nasdaq.com/symbol/morn
1685,MoSys Inc.,MOSY,1.94,$96.57M,96570000,2001,Technology,Semiconductors,http://www.nasdaq.com/symbol/mosy
1686,Motorcar Parts of America Inc.,MPAA,22.95,$412.24M,412240000,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mpaa
1687,Mountain Province Diamonds Inc.,MDM,3.46,$467.81M,467810000,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/mdm
1688,MRV Communications Inc.,MRVC,9.951,$73.26M,73260000,1992,Technology,Semiconductors,http://www.nasdaq.com/symbol/mrvc
1689,MSB Financial Corp.,MSBF,10.7199,$53.71M,53710000,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/msbf
1690,MTS Systems Corporation,MTSC,72.06,$1.08B,1080000000,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mtsc
1691,Multi-Color Corporation,LABL,66.42,$1.1B,1100000000,1987,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/labl
1692,Multi-Fineline Electronix Inc.,MFLX,17.93,$435.76M,435760000,2004,Technology,Electrical Products,http://www.nasdaq.com/symbol/mflx
1693,MutualFirst Financial Inc.,MFSF,22.5,$161.98M,161980000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfsf
1694,MWI Veterinary Supply Inc.,MWIV,189.9,$2.45B,2450000000,2005,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/mwiv
1695,Mylan Inc.,MYL,57.87,$21.66B,21660000000,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/myl
1696,MYOS Corporation,MYOS,5.46,$15.89M,15890000,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/myos
1697,MYR Group Inc.,MYRG,26.24,$545.25M,545250000,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/myrg
1698,Myriad Genetics Inc.,MYGN,34.32,$2.44B,2440000000,1995,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/mygn
1699,Nanometrics Incorporated,NANO,17.39,$420.11M,420110000,1984,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/nano
1700,Nanosphere Inc.,NSPH,0.2935,$34.43M,34430000,2007,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nsph
1701,NanoString Technologies Inc.,NSTG,12.28,$223.53M,223530000,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/nstg
1702,NAPCO Security Technologies Inc.,NSSC,5.36,$102.24M,102240000,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/nssc
1703,Nathan&#39;s Famous Inc.,NATH,76.25,$342.87M,342870000,1993,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/nath
1704,National American University Holdings Inc.,NAUH,3.2716,$82.39M,82390000,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/nauh
1705,National Bankshares Inc.,NKSH,29.72,$206.57M,206570000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nksh
1706,National Beverage Corp.,FIZZ,22.5,$1.04B,1040000000,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/fizz
1707,National CineMedia Inc.,NCMI,15,$913.06M,913060000,2007,Consumer Services,Advertising,http://www.nasdaq.com/symbol/ncmi
1708,National General Holdings Corp,NGHC,18.4,$1.72B,1720000000,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/nghc
1709,National Instruments Corporation,NATI,31.3,$3.99B,3990000000,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/nati
1710,National Interstate Corporation,NATL,26.19,$518.07M,518070000,2005,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/natl
1711,National Penn Bancshares Inc.,NPBC,10.64,$1.57B,1570000000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/npbc
1712,National Research Corporation,NRCIA,14.04,$342.21M,342210000,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/nrcia
1713,National Security Group Inc.,NSEC,13.11,$32.87M,32870000,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/nsec
1714,National Western Life Insurance Company,NWLI,252.91,$919.62M,919620000,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/nwli
1715,Natural Alternatives International Inc.,NAII,5.28,$36.53M,36530000,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/naii
1716,Natural Health Trends Corp.,NHTC,13.5,$172.84M,172840000,n/a,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/nhtc
1717,Nature&#39;s Sunshine Products Inc.,NATR,13.85,$259.57M,259570000,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/natr
1718,Natus Medical Incorporated,BABY,36.58,$1.19B,1190000000,2001,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/baby
1719,Naugatuck Valley Financial Corporation,NVSL,9.089,$63.64M,63640000,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/nvsl
1720,Navient Corporation,NAVI,21.72,$8.91B,8910000000,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/navi
1721,NB&T FINANCIAL GROUP INC,NBTF,29.96,$102.87M,102870000,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/nbtf
1722,NBT Bancorp Inc.,NBTB,24.35,$1.06B,1060000000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nbtb
1723,NCI Inc.,NCIT,11.75,$152.82M,152820000,2005,Technology,EDP Services,http://www.nasdaq.com/symbol/ncit
1724,Nektar Therapeutics,NKTR,13.61,$1.75B,1750000000,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nktr
1725,Neogen Corporation,NEOG,49.34,$1.82B,1820000000,1989,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/neog
1726,NeoGenomics Inc.,NEO,4.44,$266.27M,266270000,n/a,Health Care,Precision Instruments,http://www.nasdaq.com/symbol/neo
1727,Neonode Inc.,NEON,3.01,$121.77M,121770000,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/neon
1728,Neostem Inc.,NBS,4.07,$145.46M,145460000,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/nbs
1729,Neothetics Inc.,NEOT,6.805,$92.69M,92690000,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/neot
1730,Neovasc Inc.,NVCN,9.54,$613.02M,613020000,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nvcn
1731,NephroGenex Inc.,NRX,6.3,$55.83M,55830000,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nrx
1732,Neptune Technologies & Bioresources Inc,NEPT,1.82,$136.93M,136930000,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nept
1733,Net 1 UEPS Technologies Inc.,UEPS,13.45,$626.06M,626060000,2005,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ueps
1734,Net Element Inc.,NETE,1.25,$57.03M,57030000,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/nete
1735,NetApp Inc.,NTAP,38.2,$11.91B,11910000000,1995,Technology,Electronic Components,http://www.nasdaq.com/symbol/ntap
1736,NetEase Inc.,NTES,110.08,$14.31B,14310000000,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ntes
1737,Netflix Inc.,NFLX,478.2,$28.93B,28930000000,2002,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/nflx
1738,NETGEAR Inc.,NTGR,32.22,$1.11B,1110000000,2003,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ntgr
1739,Netlist Inc.,NLST,1.43,$59.32M,59320000,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/nlst
1740,NetScout Systems Inc.,NTCT,39.13,$1.61B,1610000000,1999,Technology,EDP Services,http://www.nasdaq.com/symbol/ntct
1741,NetSol Technologies Inc.,NTWK,5.8,$56.99M,56990000,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ntwk
1742,Neurocrine Biosciences Inc.,NBIX,39.4,$3.04B,3040000000,1996,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/nbix
1743,NeuroDerm Ltd.,NDRM,11.58,$196.82M,196820000,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ndrm
1744,NeuroMetrix Inc.,NURO,1.72,$13.66M,13660000,2004,n/a,n/a,http://www.nasdaq.com/symbol/nuro
1745,NeuroSigma Inc.,NSIG,n/a,n/a,0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nsig
1746,New Hampshire Thrift Bancshares Inc.,NHTB,15.43,$127.42M,127420000,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/nhtb
1747,New York Mortgage Trust Inc.,NYMT,7.79,$706.43M,706430000,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nymt
1748,NewBridge Bancorp,NBBC,8.62,$320.63M,320630000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nbbc
1749,NewLink Genetics Corporation,NLNK,39.75,$1.11B,1110000000,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nlnk
1750,Newport Corporation,NEWP,20.11,$801.33M,801330000,n/a,Capital Goods,Medical Specialities,http://www.nasdaq.com/symbol/newp
1751,News Corporation,NWS,16.67,$9.68B,9680000000,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/nws
1752,NewStar Financial Inc.,NEWS,9.87,$469.84M,469840000,2006,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/news
1753,Newtek Business Services Corp.,NEWT,16.1,$121.86M,121860000,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/newt
1754,Nexstar Broadcasting Group Inc.,NXST,54.21,$1.67B,1670000000,2003,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/nxst
1755,Nexvet Biopharma plc,NVET,9.5,$105.26M,105260000,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nvet
1756,NF Energy Saving Corporation,NFEC,2.09,$11.95M,11950000,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/nfec
